,dataset,rep,fold,score
365,nBag_50_nFeat_10_nInsPerBag_5,5,6,7.842407794095587
366,nBag_50_nFeat_10_nInsPerBag_5,5,7,5.7556254245364284
367,nBag_50_nFeat_10_nInsPerBag_5,5,8,5.723622170179544
368,nBag_50_nFeat_10_nInsPerBag_5,5,9,9.626347703818425
369,nBag_50_nFeat_10_nInsPerBag_5,6,1,5.217748410839743
370,nBag_50_nFeat_10_nInsPerBag_5,6,2,4.538883084128984
371,nBag_50_nFeat_10_nInsPerBag_5,6,3,5.086852719229766
372,nBag_50_nFeat_10_nInsPerBag_5,6,4,11.228732496737543
373,nBag_50_nFeat_10_nInsPerBag_5,6,5,9.433917312195996
374,nBag_50_nFeat_10_nInsPerBag_5,6,6,8.374704792412532
375,nBag_50_nFeat_10_nInsPerBag_5,6,7,5.2248321623731435
376,nBag_50_nFeat_10_nInsPerBag_5,6,8,7.565511876881898
377,nBag_50_nFeat_10_nInsPerBag_5,6,9,6.711561584395304
378,nBag_50_nFeat_10_nInsPerBag_5,7,1,5.738211733621567
379,nBag_50_nFeat_10_nInsPerBag_5,7,2,6.795551884688298
380,nBag_50_nFeat_10_nInsPerBag_5,7,3,5.376048659901117
381,nBag_50_nFeat_10_nInsPerBag_5,7,4,6.307418243109722
382,nBag_50_nFeat_10_nInsPerBag_5,7,5,3.457343461111794
383,nBag_50_nFeat_10_nInsPerBag_5,7,6,6.428979490454896
384,nBag_50_nFeat_10_nInsPerBag_5,7,7,8.21262993549447
385,nBag_50_nFeat_10_nInsPerBag_5,7,8,6.172888013625716
386,nBag_50_nFeat_10_nInsPerBag_5,7,9,6.822801196981521
387,nBag_50_nFeat_10_nInsPerBag_5,8,1,6.168157866723438
388,nBag_50_nFeat_10_nInsPerBag_5,8,2,10.146713505074155
389,nBag_50_nFeat_10_nInsPerBag_5,8,3,4.757765510575813
390,nBag_50_nFeat_10_nInsPerBag_5,8,4,8.161185404174276
391,nBag_50_nFeat_10_nInsPerBag_5,8,5,4.704672131147539
392,nBag_50_nFeat_10_nInsPerBag_5,8,6,7.263462220839268
393,nBag_50_nFeat_10_nInsPerBag_5,8,7,8.88183840749414
394,nBag_50_nFeat_10_nInsPerBag_5,8,8,6.670067366025004
395,nBag_50_nFeat_10_nInsPerBag_5,8,9,6.584657633545217
396,nBag_50_nFeat_10_nInsPerBag_5,9,1,7.009816549570644
397,nBag_50_nFeat_10_nInsPerBag_5,9,2,3.7848737965131396
398,nBag_50_nFeat_10_nInsPerBag_5,9,3,5.897938459536817
399,nBag_50_nFeat_10_nInsPerBag_5,9,4,5.351563149818039
400,nBag_50_nFeat_10_nInsPerBag_5,9,5,5.654341677058302
401,nBag_50_nFeat_10_nInsPerBag_5,9,6,6.5573988462747215
402,nBag_50_nFeat_10_nInsPerBag_5,9,7,6.8596896955503475
403,nBag_50_nFeat_10_nInsPerBag_5,9,8,7.240162633359351
404,nBag_50_nFeat_10_nInsPerBag_5,9,9,6.422148735647439
405,nBag_50_nFeat_10_nInsPerBag_10,1,1,3.027334536384549
406,nBag_50_nFeat_10_nInsPerBag_10,1,2,1.5996863608226148
407,nBag_50_nFeat_10_nInsPerBag_10,1,3,5.449900363772536
408,nBag_50_nFeat_10_nInsPerBag_10,1,4,3.7081307525755496
409,nBag_50_nFeat_10_nInsPerBag_10,1,5,2.5540956889897672
410,nBag_50_nFeat_10_nInsPerBag_10,1,6,2.576919836302359
411,nBag_50_nFeat_10_nInsPerBag_10,1,7,4.585182956186808
412,nBag_50_nFeat_10_nInsPerBag_10,1,8,2.3837883098685944
413,nBag_50_nFeat_10_nInsPerBag_10,1,9,2.669457531849203
414,nBag_50_nFeat_10_nInsPerBag_10,2,1,3.624538861876368
415,nBag_50_nFeat_10_nInsPerBag_10,2,2,3.516176266760042
416,nBag_50_nFeat_10_nInsPerBag_10,2,3,4.219705197032059
417,nBag_50_nFeat_10_nInsPerBag_10,2,4,4.264769959966838
418,nBag_50_nFeat_10_nInsPerBag_10,2,5,1.9352210720590597
419,nBag_50_nFeat_10_nInsPerBag_10,2,6,2.3475986045196446
420,nBag_50_nFeat_10_nInsPerBag_10,2,7,2.5492466188120977
421,nBag_50_nFeat_10_nInsPerBag_10,2,8,3.047156123847265
422,nBag_50_nFeat_10_nInsPerBag_10,2,9,3.0394714216933765
423,nBag_50_nFeat_10_nInsPerBag_10,3,1,4.7147701683926595
424,nBag_50_nFeat_10_nInsPerBag_10,3,2,3.7448010783952044
425,nBag_50_nFeat_10_nInsPerBag_10,3,3,3.025338703651775
426,nBag_50_nFeat_10_nInsPerBag_10,3,4,2.462067351414968
427,nBag_50_nFeat_10_nInsPerBag_10,3,5,1.338568194680249
428,nBag_50_nFeat_10_nInsPerBag_10,3,6,2.0415542949815557
429,nBag_50_nFeat_10_nInsPerBag_10,3,7,2.8188722287181602
430,nBag_50_nFeat_10_nInsPerBag_10,3,8,3.0855617721229183
431,nBag_50_nFeat_10_nInsPerBag_10,3,9,2.626870448066885
432,nBag_50_nFeat_10_nInsPerBag_10,4,1,3.525906938912476
433,nBag_50_nFeat_10_nInsPerBag_10,4,2,4.968863852900147
434,nBag_50_nFeat_10_nInsPerBag_10,4,3,3.244494139376688
435,nBag_50_nFeat_10_nInsPerBag_10,4,4,3.005000200609854
436,nBag_50_nFeat_10_nInsPerBag_10,4,5,3.0743203338147964
437,nBag_50_nFeat_10_nInsPerBag_10,4,6,4.927562289359654
438,nBag_50_nFeat_10_nInsPerBag_10,4,7,1.665372733108651
439,nBag_50_nFeat_10_nInsPerBag_10,4,8,5.113379674209598
440,nBag_50_nFeat_10_nInsPerBag_10,4,9,2.257819604932328
441,nBag_50_nFeat_10_nInsPerBag_10,5,1,3.195607634221019
442,nBag_50_nFeat_10_nInsPerBag_10,5,2,3.5900843074223836
443,nBag_50_nFeat_10_nInsPerBag_10,5,3,1.738216240864291
444,nBag_50_nFeat_10_nInsPerBag_10,5,4,3.039164058738566
445,nBag_50_nFeat_10_nInsPerBag_10,5,5,4.5492067680620885
446,nBag_50_nFeat_10_nInsPerBag_10,5,6,2.587596770372408
447,nBag_50_nFeat_10_nInsPerBag_10,5,7,3.8041809959419504
448,nBag_50_nFeat_10_nInsPerBag_10,5,8,3.112212841323337
449,nBag_50_nFeat_10_nInsPerBag_10,5,9,2.639696677900819
450,nBag_50_nFeat_10_nInsPerBag_10,6,1,3.7738696546592556
451,nBag_50_nFeat_10_nInsPerBag_10,6,2,3.7897911729580005
452,nBag_50_nFeat_10_nInsPerBag_10,6,3,3.7874228563925247
453,nBag_50_nFeat_10_nInsPerBag_10,6,4,5.186222479975489
454,nBag_50_nFeat_10_nInsPerBag_10,6,5,5.709821285278676
455,nBag_50_nFeat_10_nInsPerBag_10,6,6,3.086728500796266
456,nBag_50_nFeat_10_nInsPerBag_10,6,7,3.852970028887819
457,nBag_50_nFeat_10_nInsPerBag_10,6,8,1.825628680419244
458,nBag_50_nFeat_10_nInsPerBag_10,6,9,4.368018968139334
459,nBag_50_nFeat_10_nInsPerBag_10,7,1,1.9765617477130475
460,nBag_50_nFeat_10_nInsPerBag_10,7,2,2.756356977362953
461,nBag_50_nFeat_10_nInsPerBag_10,7,3,3.5378373371933796
462,nBag_50_nFeat_10_nInsPerBag_10,7,4,2.898912483423291
463,nBag_50_nFeat_10_nInsPerBag_10,7,5,2.452802738813388
464,nBag_50_nFeat_10_nInsPerBag_10,7,6,1.9022949767292572
465,nBag_50_nFeat_10_nInsPerBag_10,7,7,3.085594324393215
466,nBag_50_nFeat_10_nInsPerBag_10,7,8,2.2017048881230523
467,nBag_50_nFeat_10_nInsPerBag_10,7,9,2.528032647820803
468,nBag_50_nFeat_10_nInsPerBag_10,8,1,1.8403335370294929
469,nBag_50_nFeat_10_nInsPerBag_10,8,2,3.740015423562568
470,nBag_50_nFeat_10_nInsPerBag_10,8,3,1.9335921200449364
471,nBag_50_nFeat_10_nInsPerBag_10,8,4,1.7568551685207492
472,nBag_50_nFeat_10_nInsPerBag_10,8,5,2.989496959646214
473,nBag_50_nFeat_10_nInsPerBag_10,8,6,2.1852732306210885
474,nBag_50_nFeat_10_nInsPerBag_10,8,7,4.008150778366233
475,nBag_50_nFeat_10_nInsPerBag_10,8,8,1.9486485976191148
476,nBag_50_nFeat_10_nInsPerBag_10,8,9,2.5175499231950846
477,nBag_50_nFeat_10_nInsPerBag_10,9,1,4.085880296881741
478,nBag_50_nFeat_10_nInsPerBag_10,9,2,2.820784806931083
479,nBag_50_nFeat_10_nInsPerBag_10,9,3,1.9510906704769595
480,nBag_50_nFeat_10_nInsPerBag_10,9,4,3.5067169469913813
481,nBag_50_nFeat_10_nInsPerBag_10,9,5,3.6843321880334394
482,nBag_50_nFeat_10_nInsPerBag_10,9,6,3.3412002487562193
483,nBag_50_nFeat_10_nInsPerBag_10,9,7,3.2923286791847213
484,nBag_50_nFeat_10_nInsPerBag_10,9,8,3.213766994520485
485,nBag_50_nFeat_10_nInsPerBag_10,9,9,4.075331866015544
486,nBag_50_nFeat_5_nInsPerBag_2,1,1,2.610897633141875
487,nBag_50_nFeat_5_nInsPerBag_2,1,2,2.456818498177769
488,nBag_50_nFeat_5_nInsPerBag_2,1,3,2.6144686605154317
489,nBag_50_nFeat_5_nInsPerBag_2,1,4,3.49334168522643
490,nBag_50_nFeat_5_nInsPerBag_2,1,5,1.4225313244661801
491,nBag_50_nFeat_5_nInsPerBag_2,1,6,2.6836070898292506
492,nBag_50_nFeat_5_nInsPerBag_2,1,7,3.9650160077951004
493,nBag_50_nFeat_5_nInsPerBag_2,1,8,4.0088646768351675
494,nBag_50_nFeat_5_nInsPerBag_2,1,9,3.9098441693792476
495,nBag_50_nFeat_5_nInsPerBag_2,2,1,4.502204872583492
496,nBag_50_nFeat_5_nInsPerBag_2,2,2,4.166017074981441
497,nBag_50_nFeat_5_nInsPerBag_2,2,3,2.6222255534616337
498,nBag_50_nFeat_5_nInsPerBag_2,2,4,3.668287994485099
499,nBag_50_nFeat_5_nInsPerBag_2,2,5,2.6638493790915847
500,nBag_50_nFeat_5_nInsPerBag_2,2,6,3.5339838740973213
501,nBag_50_nFeat_5_nInsPerBag_2,2,7,2.996204469095616
502,nBag_50_nFeat_5_nInsPerBag_2,2,8,3.8910131581484593
503,nBag_50_nFeat_5_nInsPerBag_2,2,9,3.443795555780523
504,nBag_50_nFeat_5_nInsPerBag_2,3,1,3.3849051684519393
505,nBag_50_nFeat_5_nInsPerBag_2,3,2,3.478660913140313
506,nBag_50_nFeat_5_nInsPerBag_2,3,3,1.978743548273059
507,nBag_50_nFeat_5_nInsPerBag_2,3,4,4.937250271767951
508,nBag_50_nFeat_5_nInsPerBag_2,3,5,2.6451241957436284
509,nBag_50_nFeat_5_nInsPerBag_2,3,6,3.4696622454661155
510,nBag_50_nFeat_5_nInsPerBag_2,3,7,2.223769835746103
511,nBag_50_nFeat_5_nInsPerBag_2,3,8,3.3443670016261886
512,nBag_50_nFeat_5_nInsPerBag_2,3,9,4.307085189309578
513,nBag_50_nFeat_5_nInsPerBag_2,4,1,3.466149134829536
514,nBag_50_nFeat_5_nInsPerBag_2,4,2,3.18728125994273
515,nBag_50_nFeat_5_nInsPerBag_2,4,3,4.547721178642598
516,nBag_50_nFeat_5_nInsPerBag_2,4,4,3.8388920841593444
517,nBag_50_nFeat_5_nInsPerBag_2,4,5,3.8760767976455623
518,nBag_50_nFeat_5_nInsPerBag_2,4,6,4.150937282999546
519,nBag_50_nFeat_5_nInsPerBag_2,4,7,2.1387939634372684
520,nBag_50_nFeat_5_nInsPerBag_2,4,8,2.930819530784732
521,nBag_50_nFeat_5_nInsPerBag_2,4,9,3.700800196424153
522,nBag_50_nFeat_5_nInsPerBag_2,5,1,2.723112142874249
523,nBag_50_nFeat_5_nInsPerBag_2,5,2,4.126268099013088
524,nBag_50_nFeat_5_nInsPerBag_2,5,3,4.431993053346059
525,nBag_50_nFeat_5_nInsPerBag_2,5,4,1.9873664359953338
526,nBag_50_nFeat_5_nInsPerBag_2,5,5,2.46955611990723
527,nBag_50_nFeat_5_nInsPerBag_2,5,6,3.1163923075810605
528,nBag_50_nFeat_5_nInsPerBag_2,5,7,3.8330022914168245
529,nBag_50_nFeat_5_nInsPerBag_2,5,8,3.1062944108601127
530,nBag_50_nFeat_5_nInsPerBag_2,5,9,2.6465497197679824
531,nBag_50_nFeat_5_nInsPerBag_2,6,1,2.703737936154417
532,nBag_50_nFeat_5_nInsPerBag_2,6,2,4.220348790964048
533,nBag_50_nFeat_5_nInsPerBag_2,6,3,3.0255348423847868
534,nBag_50_nFeat_5_nInsPerBag_2,6,4,2.4839922048997773
535,nBag_50_nFeat_5_nInsPerBag_2,6,5,4.717701373422421
536,nBag_50_nFeat_5_nInsPerBag_2,6,6,3.775591592427617
537,nBag_50_nFeat_5_nInsPerBag_2,6,7,1.4953497754892608
538,nBag_50_nFeat_5_nInsPerBag_2,6,8,4.622950140523916
539,nBag_50_nFeat_5_nInsPerBag_2,6,9,2.386194728887922
540,nBag_50_nFeat_5_nInsPerBag_2,7,1,4.132354230541174
541,nBag_50_nFeat_5_nInsPerBag_2,7,2,4.2391392247322095
542,nBag_50_nFeat_5_nInsPerBag_2,7,3,2.0259419079435785
543,nBag_50_nFeat_5_nInsPerBag_2,7,4,3.2381529280973704
544,nBag_50_nFeat_5_nInsPerBag_2,7,5,1.948929499416693
545,nBag_50_nFeat_5_nInsPerBag_2,7,6,1.5145446671615939
546,nBag_50_nFeat_5_nInsPerBag_2,7,7,3.672836130554673
547,nBag_50_nFeat_5_nInsPerBag_2,7,8,3.4806954101239613
548,nBag_50_nFeat_5_nInsPerBag_2,7,9,3.6376043986636972
549,nBag_50_nFeat_5_nInsPerBag_2,8,1,2.967709746648577
550,nBag_50_nFeat_5_nInsPerBag_2,8,2,3.259448079064588
551,nBag_50_nFeat_5_nInsPerBag_2,8,3,2.5253978749072017
552,nBag_50_nFeat_5_nInsPerBag_2,8,4,3.1748864028575525
553,nBag_50_nFeat_5_nInsPerBag_2,8,5,2.385001391982183
554,nBag_50_nFeat_5_nInsPerBag_2,8,6,4.382545703414997
555,nBag_50_nFeat_5_nInsPerBag_2,8,7,3.6635927060133633
556,nBag_50_nFeat_5_nInsPerBag_2,8,8,3.6532133245837306
557,nBag_50_nFeat_5_nInsPerBag_2,8,9,5.258456291759467
558,nBag_50_nFeat_5_nInsPerBag_2,9,1,3.9255196733481816
559,nBag_50_nFeat_5_nInsPerBag_2,9,2,2.2366011772192174
560,nBag_50_nFeat_5_nInsPerBag_2,9,3,2.393122435285576
561,nBag_50_nFeat_5_nInsPerBag_2,9,4,2.702937910966169
562,nBag_50_nFeat_5_nInsPerBag_2,9,5,2.696855955848161
563,nBag_50_nFeat_5_nInsPerBag_2,9,6,3.5967427616926506
564,nBag_50_nFeat_5_nInsPerBag_2,9,7,4.2533870125468605
565,nBag_50_nFeat_5_nInsPerBag_2,9,8,3.3450211328204094
566,nBag_50_nFeat_5_nInsPerBag_2,9,9,2.1525566072754274
567,nBag_50_nFeat_2_nInsPerBag_2,1,1,-1.7801410975990022
568,nBag_50_nFeat_2_nInsPerBag_2,1,2,-0.9369482793477181
569,nBag_50_nFeat_2_nInsPerBag_2,1,3,-1.7859694938156114
570,nBag_50_nFeat_2_nInsPerBag_2,1,4,-1.3698023854069223
571,nBag_50_nFeat_2_nInsPerBag_2,1,5,-1.1102530803828745
572,nBag_50_nFeat_2_nInsPerBag_2,1,6,-1.3671929765949018
573,nBag_50_nFeat_2_nInsPerBag_2,1,7,-0.8980043654505768
574,nBag_50_nFeat_2_nInsPerBag_2,1,8,-0.9070509822263798
575,nBag_50_nFeat_2_nInsPerBag_2,1,9,-2.1138416194354264
576,nBag_50_nFeat_2_nInsPerBag_2,2,1,-1.845312692821432
577,nBag_50_nFeat_2_nInsPerBag_2,2,2,-1.9605949875272841
578,nBag_50_nFeat_2_nInsPerBag_2,2,3,-1.8087252750276193
579,nBag_50_nFeat_2_nInsPerBag_2,2,4,-1.7730053440998248
580,nBag_50_nFeat_2_nInsPerBag_2,2,5,-2.043589743589744
581,nBag_50_nFeat_2_nInsPerBag_2,2,6,-1.4274204864359217
582,nBag_50_nFeat_2_nInsPerBag_2,2,7,-0.7502046304957903
583,nBag_50_nFeat_2_nInsPerBag_2,2,8,-1.6343847692947318
584,nBag_50_nFeat_2_nInsPerBag_2,2,9,-1.4227856343660008
585,nBag_50_nFeat_2_nInsPerBag_2,3,1,-1.9326687714374808
586,nBag_50_nFeat_2_nInsPerBag_2,3,2,-1.8043147801683816
587,nBag_50_nFeat_2_nInsPerBag_2,3,3,-1.4070813844714687
588,nBag_50_nFeat_2_nInsPerBag_2,3,4,-1.7916712522239955
589,nBag_50_nFeat_2_nInsPerBag_2,3,5,-1.4505025400569795
590,nBag_50_nFeat_2_nInsPerBag_2,3,6,-1.305839402285547
591,nBag_50_nFeat_2_nInsPerBag_2,3,7,-1.8803268890967675
592,nBag_50_nFeat_2_nInsPerBag_2,3,8,-1.0049779500200458
593,nBag_50_nFeat_2_nInsPerBag_2,3,9,-2.578065593459653
594,nBag_50_nFeat_2_nInsPerBag_2,4,1,-0.9164022710736931
595,nBag_50_nFeat_2_nInsPerBag_2,4,2,-1.6884890289006287
596,nBag_50_nFeat_2_nInsPerBag_2,4,3,-1.482218027529066
597,nBag_50_nFeat_2_nInsPerBag_2,4,4,-2.174337386966012
598,nBag_50_nFeat_2_nInsPerBag_2,4,5,-2.5048178649383046
599,nBag_50_nFeat_2_nInsPerBag_2,4,6,-1.851945651974541
600,nBag_50_nFeat_2_nInsPerBag_2,4,7,-1.653739057299628
601,nBag_50_nFeat_2_nInsPerBag_2,4,8,-2.1978306055818018
602,nBag_50_nFeat_2_nInsPerBag_2,4,9,-1.3665896866230123
603,nBag_50_nFeat_2_nInsPerBag_2,5,1,-2.085732846303473
604,nBag_50_nFeat_2_nInsPerBag_2,5,2,-2.092417349696349
605,nBag_50_nFeat_2_nInsPerBag_2,5,3,-1.6452669640929696
606,nBag_50_nFeat_2_nInsPerBag_2,5,4,-1.5370058794754773
607,nBag_50_nFeat_2_nInsPerBag_2,5,5,-1.6842103211724353
608,nBag_50_nFeat_2_nInsPerBag_2,5,6,-1.3736835319752212
609,nBag_50_nFeat_2_nInsPerBag_2,5,7,-2.3917011893625553
610,nBag_50_nFeat_2_nInsPerBag_2,5,8,-1.1175208678131974
611,nBag_50_nFeat_2_nInsPerBag_2,5,9,-1.21211255258508
612,nBag_50_nFeat_2_nInsPerBag_2,6,1,-1.774023770118251
613,nBag_50_nFeat_2_nInsPerBag_2,6,2,-1.7599075853986985
614,nBag_50_nFeat_2_nInsPerBag_2,6,3,-2.221972611603846
615,nBag_50_nFeat_2_nInsPerBag_2,6,4,-1.2718092633901799
616,nBag_50_nFeat_2_nInsPerBag_2,6,5,-1.4388300982226379
617,nBag_50_nFeat_2_nInsPerBag_2,6,6,-2.2433576713277366
618,nBag_50_nFeat_2_nInsPerBag_2,6,7,-1.6721786976405777
619,nBag_50_nFeat_2_nInsPerBag_2,6,8,-1.7735886527981948
620,nBag_50_nFeat_2_nInsPerBag_2,6,9,-1.7595156928353843
621,nBag_50_nFeat_2_nInsPerBag_2,7,1,-2.3669081188404153
622,nBag_50_nFeat_2_nInsPerBag_2,7,2,-1.0915061513167217
623,nBag_50_nFeat_2_nInsPerBag_2,7,3,-2.2945324643166223
624,nBag_50_nFeat_2_nInsPerBag_2,7,4,-1.9296420319105072
625,nBag_50_nFeat_2_nInsPerBag_2,7,5,-1.7530343287923211
626,nBag_50_nFeat_2_nInsPerBag_2,7,6,-1.0738930464608667
627,nBag_50_nFeat_2_nInsPerBag_2,7,7,-1.02629097689656
628,nBag_50_nFeat_2_nInsPerBag_2,7,8,-1.4266610377461642
629,nBag_50_nFeat_2_nInsPerBag_2,7,9,-1.9438009488173194
630,nBag_50_nFeat_2_nInsPerBag_2,8,1,-1.3211328084398712
631,nBag_50_nFeat_2_nInsPerBag_2,8,2,-0.9489599194200458
632,nBag_50_nFeat_2_nInsPerBag_2,8,3,-2.49717637756693
633,nBag_50_nFeat_2_nInsPerBag_2,8,4,-1.9450879569448325
634,nBag_50_nFeat_2_nInsPerBag_2,8,5,-2.037397737902883
635,nBag_50_nFeat_2_nInsPerBag_2,8,6,-1.2445470845026503
636,nBag_50_nFeat_2_nInsPerBag_2,8,7,-2.566933837911387
637,nBag_50_nFeat_2_nInsPerBag_2,8,8,-1.4219146732593881
638,nBag_50_nFeat_2_nInsPerBag_2,8,9,-1.4514216061456473
639,nBag_50_nFeat_2_nInsPerBag_2,9,1,-2.002115350349681
640,nBag_50_nFeat_2_nInsPerBag_2,9,2,-1.6855093261898688
641,nBag_50_nFeat_2_nInsPerBag_2,9,3,-1.5964866710354522
642,nBag_50_nFeat_2_nInsPerBag_2,9,4,-1.6969577338263027
643,nBag_50_nFeat_2_nInsPerBag_2,9,5,-1.3331066843298918
644,nBag_50_nFeat_2_nInsPerBag_2,9,6,-1.5845805796168286
645,nBag_50_nFeat_2_nInsPerBag_2,9,7,-1.910677164535911
646,nBag_50_nFeat_2_nInsPerBag_2,9,8,-1.4809190182933167
647,nBag_50_nFeat_2_nInsPerBag_2,9,9,-2.189202715698066
648,nBag_50_nFeat_5_nInsPerBag_10,1,1,-5.898930584686334
649,nBag_50_nFeat_5_nInsPerBag_10,1,2,-6.570969012605041
650,nBag_50_nFeat_5_nInsPerBag_10,1,3,-5.508970992243051
651,nBag_50_nFeat_5_nInsPerBag_10,1,4,-4.691589969321062
652,nBag_50_nFeat_5_nInsPerBag_10,1,5,-4.4203097905829
653,nBag_50_nFeat_5_nInsPerBag_10,1,6,-6.629719032748667
654,nBag_50_nFeat_5_nInsPerBag_10,1,7,-4.108112689520253
655,nBag_50_nFeat_5_nInsPerBag_10,1,8,-7.558885776532835
656,nBag_50_nFeat_5_nInsPerBag_10,1,9,-5.105565767973855
657,nBag_50_nFeat_5_nInsPerBag_10,2,1,-6.503515989729224
658,nBag_50_nFeat_5_nInsPerBag_10,2,2,-5.883617335823218
659,nBag_50_nFeat_5_nInsPerBag_10,2,3,-6.975117824907741
660,nBag_50_nFeat_5_nInsPerBag_10,2,4,-6.892157620624007
661,nBag_50_nFeat_5_nInsPerBag_10,2,5,-5.157066993464052
662,nBag_50_nFeat_5_nInsPerBag_10,2,6,-7.343891028633675
663,nBag_50_nFeat_5_nInsPerBag_10,2,7,-6.3176952030812314
664,nBag_50_nFeat_5_nInsPerBag_10,2,8,-5.464860527544351
665,nBag_50_nFeat_5_nInsPerBag_10,2,9,-7.871148979159814
666,nBag_50_nFeat_5_nInsPerBag_10,3,1,-6.019163190638575
667,nBag_50_nFeat_5_nInsPerBag_10,3,2,-3.9117471988795516
668,nBag_50_nFeat_5_nInsPerBag_10,3,3,-5.24158137872007
669,nBag_50_nFeat_5_nInsPerBag_10,3,4,-7.15183549429873
670,nBag_50_nFeat_5_nInsPerBag_10,3,5,-6.263738273087013
671,nBag_50_nFeat_5_nInsPerBag_10,3,6,-4.034276130323924
672,nBag_50_nFeat_5_nInsPerBag_10,3,7,-6.565824162998531
673,nBag_50_nFeat_5_nInsPerBag_10,3,8,-7.117132393893231
674,nBag_50_nFeat_5_nInsPerBag_10,3,9,-7.339488393923878
675,nBag_50_nFeat_5_nInsPerBag_10,4,1,-4.013607943177271
676,nBag_50_nFeat_5_nInsPerBag_10,4,2,-4.5811359800330385
677,nBag_50_nFeat_5_nInsPerBag_10,4,3,-4.83941944833489
678,nBag_50_nFeat_5_nInsPerBag_10,4,4,-5.947308298319328
679,nBag_50_nFeat_5_nInsPerBag_10,4,5,-5.000816993464051
680,nBag_50_nFeat_5_nInsPerBag_10,4,6,-4.819232766636066
681,nBag_50_nFeat_5_nInsPerBag_10,4,7,-5.234360789770453
682,nBag_50_nFeat_5_nInsPerBag_10,4,8,-5.067050938022268
683,nBag_50_nFeat_5_nInsPerBag_10,4,9,-5.954026610644257
684,nBag_50_nFeat_5_nInsPerBag_10,5,1,-3.4528838030938878
685,nBag_50_nFeat_5_nInsPerBag_10,5,2,-8.258906077582548
686,nBag_50_nFeat_5_nInsPerBag_10,5,3,-5.8591670848375
687,nBag_50_nFeat_5_nInsPerBag_10,5,4,-4.733410397651884
688,nBag_50_nFeat_5_nInsPerBag_10,5,5,-5.0125175070028005
689,nBag_50_nFeat_5_nInsPerBag_10,5,6,-6.8921716950669145
690,nBag_50_nFeat_5_nInsPerBag_10,5,7,-5.187531262505002
691,nBag_50_nFeat_5_nInsPerBag_10,5,8,-5.854283458035619
692,nBag_50_nFeat_5_nInsPerBag_10,5,9,-6.862384884509359
693,nBag_50_nFeat_5_nInsPerBag_10,6,1,-4.769564075630251
694,nBag_50_nFeat_5_nInsPerBag_10,6,2,-5.137276737618124
695,nBag_50_nFeat_5_nInsPerBag_10,6,3,-8.002983223203811
696,nBag_50_nFeat_5_nInsPerBag_10,6,4,-7.190672405325765
697,nBag_50_nFeat_5_nInsPerBag_10,6,5,-4.992233801415303
698,nBag_50_nFeat_5_nInsPerBag_10,6,6,-6.507690576230492
699,nBag_50_nFeat_5_nInsPerBag_10,6,7,-7.503926599965499
700,nBag_50_nFeat_5_nInsPerBag_10,6,8,-4.394179146017381
701,nBag_50_nFeat_5_nInsPerBag_10,6,9,-6.86592553688142
702,nBag_50_nFeat_5_nInsPerBag_10,7,1,-6.0868522408963575
703,nBag_50_nFeat_5_nInsPerBag_10,7,2,-4.641448502477914
704,nBag_50_nFeat_5_nInsPerBag_10,7,3,-6.640682773923333
705,nBag_50_nFeat_5_nInsPerBag_10,7,4,-4.695018768376916
706,nBag_50_nFeat_5_nInsPerBag_10,7,5,-6.687449979991995
707,nBag_50_nFeat_5_nInsPerBag_10,7,6,-5.880534158107688
708,nBag_50_nFeat_5_nInsPerBag_10,7,7,-4.466336141099795
709,nBag_50_nFeat_5_nInsPerBag_10,7,8,-6.220991730025342
710,nBag_50_nFeat_5_nInsPerBag_10,7,9,-4.815126050420168
711,nBag_50_nFeat_5_nInsPerBag_10,8,1,-6.419127747252746
712,nBag_50_nFeat_5_nInsPerBag_10,8,2,-5.617796266233764
713,nBag_50_nFeat_5_nInsPerBag_10,8,3,-5.861773547802958
714,nBag_50_nFeat_5_nInsPerBag_10,8,4,-6.3299424567806915
715,nBag_50_nFeat_5_nInsPerBag_10,8,5,-7.512725228980481
716,nBag_50_nFeat_5_nInsPerBag_10,8,6,-6.774644024276377
717,nBag_50_nFeat_5_nInsPerBag_10,8,7,-4.185952673403458
718,nBag_50_nFeat_5_nInsPerBag_10,8,8,-6.672839413543195
719,nBag_50_nFeat_5_nInsPerBag_10,8,9,-4.507002747680269
720,nBag_50_nFeat_5_nInsPerBag_10,9,1,-5.252584176945632
721,nBag_50_nFeat_5_nInsPerBag_10,9,2,-5.8810997315592894
722,nBag_50_nFeat_5_nInsPerBag_10,9,3,-5.452967436974789
723,nBag_50_nFeat_5_nInsPerBag_10,9,4,-6.128356967787115
724,nBag_50_nFeat_5_nInsPerBag_10,9,5,-6.357623837619512
725,nBag_50_nFeat_5_nInsPerBag_10,9,6,-5.409965861344537
726,nBag_50_nFeat_5_nInsPerBag_10,9,7,-8.021607254012716
727,nBag_50_nFeat_5_nInsPerBag_10,9,8,-5.93958824059927
728,nBag_50_nFeat_5_nInsPerBag_10,9,9,-5.5715948879551815
729,nBag_50_nFeat_5_nInsPerBag_5,1,1,-1.1337631542945192
730,nBag_50_nFeat_5_nInsPerBag_5,1,2,-1.8511337398014136
731,nBag_50_nFeat_5_nInsPerBag_5,1,3,-2.1776398294456984
732,nBag_50_nFeat_5_nInsPerBag_5,1,4,-1.9396397667419114
733,nBag_50_nFeat_5_nInsPerBag_5,1,5,-1.7510596964236504
